jumelage	noun	jumelage (noun) ||| buddy
panslavisme	noun	panslavisme (noun) ||| Pan-Slavism
mielleux	adj	mielleux (adj) ||| sickly sweet
épineux	adj	épineux (adj) ||| thorny
senteur	noun	senteur (noun) ||| scent
musculosquelettique	adj	musculosquelettique (adj) ||| musculoskeletal
décoder	verb	décoder (verb) ||| to decipher
listage	noun	listage (noun) ||| listing
moral	adj	moral (adj) ||| legal
esquimau	noun	esquimau (noun) ||| lollipop
cylindre	noun	cylindre (noun) ||| cylinder
sueur	noun	sueur (noun) ||| sweat
intergroupe	noun	intergroupe (noun) ||| intergroups
paroisse	noun	paroisse (noun) ||| parish church
opulent	adj	opulent (adj) ||| affluent
aveuglant	adj	aveuglant (adj) ||| glaring
péniche	noun	péniche (noun) ||| barge
divorcé	noun	divorcé (noun) ||| divorcé
valoir	verb	valoir (verb) ||| to be worth
codéveloppement	noun	codéveloppement (noun) ||| joint development
psychiatre	noun	psychiatre (noun) ||| psychiatrist
offensant	adj	offensant (adj) ||| abusive
déguisé	adj	déguisé (adj) ||| covert
instigation	noun	instigation (noun) ||| instigation
protagoniste	noun	protagoniste (noun) ||| leading player
barbare	noun	barbare (noun) ||| savage
flot	noun	flot (noun) ||| stream
incident	noun	incident (noun) ||| occurrence
démarrer	verb	démarrer (verb) ||| to start
collégial	adj	collégial (adj) ||| collegiate
atout	noun	atout (noun) ||| asset
clairière	noun	clairière (noun) ||| glade
féliciter	verb	féliciter (verb) ||| to congratulate
flux	noun	flux (noun) ||| stream
éco-sociale	adj	éco-sociale (adj) ||| environmentally responsible
hérédité	noun	hérédité (noun) ||| inheritance
abattu	adj	abattu (adj) ||| downbeat
débit	noun	débit (noun) ||| rate
congruence	noun	congruence (noun) ||| Matching Asset
pâlir	verb	pâlir (verb) ||| to fade
puissant	adj	puissant (adj) ||| strong
léser	verb	léser (verb) ||| to injure
dessinateur	noun	dessinateur (noun) ||| cartoonist
paillasson	noun	paillasson (noun) ||| doormat
taire	verb	taire (verb) ||| to silence
exaspérant	adj	exaspérant (adj) ||| annoying
entrée	noun	entrée (noun) ||| entry
Cour de justice	noun phrase	Cour de justice (noun) ||| court of justice
azerbaïdjanais	adj	azerbaïdjanais (adj) ||| Azeri
jubilation	noun	jubilation (noun) ||| jubilation
corporatif	adj	corporatif (adj) ||| corporate
superfin	adj	superfin (adj) ||| superfine
autoriser	verb	autoriser (verb) ||| to allow
poursuivre	verb	poursuivre (verb) ||| to continue
effectif	noun	effectif (noun) ||| workforce
grandir	verb	grandir (verb) ||| to grow
radine	noun	radine (noun) ||| niggard
bourdon	noun	bourdon (noun) ||| bourdon
ophtalmologiste	noun	ophtalmologiste (noun) ||| eye specialist
présenter	verb	présenter (verb) ||| to submit
bibliothécaire	noun	bibliothécaire (noun) ||| curator
commanditer	verb	commanditer (verb) ||| to sponsor
grippal	adj	grippal (adj) ||| flu
Call	noun	Call (noun) ||| callus
s'appauvrir	verb	s'appauvrir (verb) ||| to impoverish
Mw	noun	Mw (noun) ||| megawatt
comprimé	adj	comprimé (adj) ||| effervescent
gallium	noun	gallium (noun) ||| gallium
ensevelir	verb	ensevelir (verb) ||| to entomb
fécondité	noun	fécondité (noun) ||| fecundity
moderniser	verb	moderniser (verb) ||| to upgrade
cosmologique	adj	cosmologique (adj) ||| cosmological
base	noun	base (noun) ||| database
lutter	verb	lutter (verb) ||| to fight
prédéfinir	verb	prédéfinir (verb) ||| to predefine
anus	noun	anus (noun) ||| anus
crucial	adj	crucial (adj) ||| critical
aquacole	adj	aquacole (adj) ||| aquacultural
fax	noun	fax (noun) ||| fax machine
négligent	adj	négligent (adj) ||| careless
animal	noun	animal (noun) ||| animal
cément	noun	cément (noun) ||| cement
volatiliser	verb	se volatiliser (verb) ||| to volatilize
entretenir	verb	entretenir (verb) ||| to maintain
apparition	noun	apparition (noun) ||| onset
mesurable	adj	mesurable (adj) ||| quantifiable
moulure	noun	moulure (noun) ||| molding
briller	verb	briller (verb) ||| to shine
vieillot	adj	vieillot (adj) ||| old-fashioned
contre-interroger	verb	contre-interroger (verb) ||| to cross~examine
répéter	verb	se répéter (verb) ||| to repeat
paradoxe	noun	paradoxe (noun) ||| paradox
intra-européen	adj	intra-européen (adj) ||| intra~eu
s'aliéner	verb	s'aliéner (verb) ||| to alienate
magistral	adj	magistral (adj) ||| masterful
encolure	noun	encolure (noun) ||| neckline
recrue	noun	recrue (noun) ||| recruit
exécutant	noun	exécutant (noun) ||| executant
Mitre	noun	Mitre (noun) ||| mitre
insanité	noun	insanité (noun) ||| insanity
policier	noun	policier (noun) ||| police officer
repas	noun	repas (noun) ||| meal
cm	noun	cm (noun) ||| inch
clos	adj	clos (adj) ||| closed
crasseux	adj	crasseux (adj) ||| filthy
buf	noun	buf (noun) ||| cattle
gingival	adj	gingival (adj) ||| buccal
imbécile	adj	imbécile (adj) ||| stupid
décapiter	verb	décapiter (verb) ||| to decapitate
Griffon	noun	Griffon (noun) ||| griffin
convoyeur	noun	convoyeur (noun) ||| conveyor
anabolisant	noun	anabolisant (noun) ||| anabolic agent
dégrader	verb	dégrader (verb) ||| to degrade
interallié	adj	interallié (adj) ||| allied
onduler	verb	onduler (verb) ||| to undulate
figuré	adj	figuré (adj) ||| figurative
intruse	noun	intruse (noun) ||| gatecrasher
matériel	noun	matériel (noun) ||| equipment
escorte	noun	escorte (noun) ||| escort-girl
pygmée	noun	pygmée (noun) ||| pygmy
incrimination	noun	incrimination (noun) ||| incrimination
piqueter	verb	piqueter (verb) ||| to stud
publicitaire	adj	publicitaire (adj) ||| intel-created
ménopause	noun	ménopause (noun) ||| climacteric
conscrit	noun	conscrit (noun) ||| conscript
accolade	noun	accolade (noun) ||| brace
recourber	verb	se recourber (verb) ||| to curve
déshonorer	verb	déshonorer (verb) ||| to disgrace
amandier	noun	amandier (noun) ||| almond tree
as	noun	as (noun) ||| ace
porche	noun	porche (noun) ||| porch
portance	noun	portance (noun) ||| lift
bois	noun	bois (noun) ||| wood
illustration	noun	illustration (noun) ||| graphic
adhérent	adj	adhérent (adj) ||| applicant
palet	noun	palet (noun) ||| puck
mozzarella	noun	mozzarella (noun) ||| mozzarella cheese
Clap	noun	Clap (noun) ||| clap
écoeurant	adj	écoeurant (adj) ||| nauseous
uriner	verb	uriner (verb) ||| to urinate
laverie	noun	laverie (noun) ||| launderette
ultrarapide	adj	ultrarapide (adj) ||| ultra-fast
particulier	adj	particulier (adj) ||| special
honoraire	adj	honoraire (adj) ||| emeritus
escale	noun	escale (noun) ||| stopover
corriger	verb	corriger (verb) ||| to fix
ingénieux	adj	ingénieux (adj) ||| ingenious
poissonnier	noun	poissonnier (noun) ||| fish merchant
lourd	adj	lourd (adj) ||| demanding
baratin	noun	baratin (noun) ||| claptrap
long	adj	long (adj) ||| long
imprévoyant	adj	imprévoyant (adj) ||| short-sighted
mutant	adj	mutant (adj) ||| mutant
anticommunisme	noun	anticommunisme (noun) ||| anti-communism
déficitaire	adj	déficitaire (adj) ||| in deficit
prébudgétaire	noun	prébudgétaire (noun) ||| pre-budget
vicaire	noun	vicaire (noun) ||| vicar
écumer	verb	écumer (verb) ||| to foam
poker	noun	poker (noun) ||| poker game
disert	adj	disert (adj) ||| articulate
corrosivité	noun	corrosivité (noun) ||| corrosivity
inquiétude	noun	inquiétude (noun) ||| concern
palatin	adj	palatin (adj) ||| palatal
perfusion	noun	perfusion (noun) ||| perfusion
incubation	noun	incubation (noun) ||| incubation
bioéquivalence	noun	bioéquivalence (noun) ||| bioequivalence
dessert	noun	dessert (noun) ||| desert
déplacement	noun	déplacement (noun) ||| travel
génial	adj	génial (adj) ||| great
fibromes	noun	fibromes (noun) ||| fibromas
contestation	noun	contestation (noun) ||| dispute
démantèlement	noun	démantèlement (noun) ||| dismantlement
façade	noun	façade (noun) ||| façade
stupéfaire	verb	stupéfaire (verb) ||| to astonish
pain	noun	pain (noun) ||| bread
autoroute	noun	autoroute (noun) ||| highway
minimaliste	noun	minimaliste (noun) ||| basic essentialists
gommer	verb	gommer (verb) ||| to erase
anhélation	noun	anhélation (noun) ||| dyspnoea
muable	adj	muable (adj) ||| fickle
sarbacane	noun	sarbacane (noun) ||| blowpipe
indemnisation	noun	indemnisation (noun) ||| indemnification
piocher	verb	piocher (verb) ||| to draw
météorologue	noun	météorologue (noun) ||| forecaster
ecclésial	adj	ecclésial (adj) ||| ecclesiastical
conservation	noun	conservation (noun) ||| retention
guérillero	noun	guérillero (noun) ||| guerrilla fighter
compteur	noun	compteur (noun) ||| meter
s'attendre	verb	s'attendre (verb) ||| to expect
résident	adj	résident (adj) ||| resident
embarrasser	verb	embarrasser (verb) ||| to encumber
moustiquaire	noun	moustiquaire (noun) ||| mosquito net
prolongé	adj	prolongé (adj) ||| stretched
fier	verb	fier (verb) ||| to trust
continuation	noun	continuation (noun) ||| continuance
cinématique	noun	cinématique (noun) ||| kinematics
manutention	noun	manutention (noun) ||| materials-handling
prude	adj	prude (adj) ||| prudish
acharné	adj	acharné (adj) ||| hard
Odalisque	noun	Odalisque (noun) ||| odalisk
merisier	noun	merisier (noun) ||| cherry wood
burqa	noun	burqa (noun) ||| burkas
dramaturge	noun	dramaturge (noun) ||| playwright
tomber	verb	tomber (verb) ||| to fall
durabilité	noun	durabilité (noun) ||| sustainability
raccommodage	noun	raccommodage (noun) ||| patching
déconfire	verb	déconfire (verb) ||| to abash
immatériel	adj	immatériel (adj) ||| immaterial
cubique	adj	cubique (adj) ||| cubic
juriste	noun	juriste (noun) ||| jurist
embrumer	verb	embrumer (verb) ||| to cover in mist
balsa	noun	balsa (noun) ||| balsa
copieux	adj	copieux (adj) ||| rich
cloque	noun	cloque (noun) ||| curl
Iraquien	noun	Iraquien (noun) ||| Iraqi people
inanité	noun	inanité (noun) ||| inanity
entropie	noun	entropie (noun) ||| entropy configuration
fataliste	adj	fataliste (adj) ||| fatalist
miniature	adj	miniature (adj) ||| miniature
chagrin	noun	chagrin (noun) ||| sorrow
immerger	verb	immerger (verb) ||| to submerge
népotisme	noun	népotisme (noun) ||| patronage
s'épanouir	verb	s'épanouir (verb) ||| to thrive
postuler	verb	postuler (verb) ||| to postulate
avérer	verb	avérer (verb) ||| to demonstrate
chicanerie	noun	chicanerie (noun) ||| carping
percuter	verb	percuter (verb) ||| to ram
prolapsus	noun	prolapsus (noun) ||| prolapse
genevois	adj	genevois (adj) ||| Genevan
antre	noun	antre (noun) ||| antrum
nationalisme	noun	nationalisme (noun) ||| nationalist
humidification	noun	humidification (noun) ||| humidification system
préfabriquer	verb	préfabriquer (verb) ||| to prefabricate
cabinet	noun	cabinet (noun) ||| office
serviteur	noun	serviteur (noun) ||| servant
avoine	noun	avoine (noun) ||| oatmeal
parent	noun	parent (noun) ||| relative
déluge	noun	déluge (noun) ||| deluge
trèfle	noun	trèfle (noun) ||| clover
construction	noun	construction (noun) ||| construction
attributif	adj	attributif (adj) ||| attributive
vandalisme	noun	vandalisme (noun) ||| vandalism
distorsion	noun	distorsion (noun) ||| bias
trouvaille	noun	trouvaille (noun) ||| fad
bousculade	noun	bousculade (noun) ||| bustle
enchanté	adj	enchanté (adj) ||| enchanted
studieux	adj	studieux (adj) ||| studious
concerter	verb	concerter (verb) ||| to coordinate
disqualifier	verb	disqualifier (verb) ||| to disqualify
entamer	verb	entamer (verb) ||| to start
antagonisme	noun	antagonisme (noun) ||| rivalry
disquette	noun	disquette (noun) ||| diskette
encadrer	verb	encadrer (verb) ||| to frame
foncier	adj	foncier (adj) ||| land
ébahir	verb	ébahir (verb) ||| to stun
goulot	noun	goulot (noun) ||| neck
gypse	noun	gypse (noun) ||| gypsum wallboard
inhabitable	adj	inhabitable (adj) ||| uninhabitable
mettre	verb	se mettre (verb) ||| to start
émaner	verb	émaner (verb) ||| to emanate
égocentrisme	noun	égocentrisme (noun) ||| selfishness
enfermer	verb	enfermer (verb) ||| to lock
avarice	noun	avarice (noun) ||| miserliness
impolitesse	noun	impolitesse (noun) ||| rudeness
délicatesse	noun	délicatesse (noun) ||| subtlety
éconergétique	adj	éconergétique (adj) ||| energy-efficient
externalisation	noun	externalisation (noun) ||| outsourcing
aéronautique	adj	aéronautique (adj) ||| aeronautical
lieu	noun	lieu (noun) ||| place
mobilier	noun	mobilier (noun) ||| furniture
maître	noun	maître (noun) ||| teacher
admettre	verb	admettre (verb) ||| to admit
tauromachie	noun	tauromachie (noun) ||| bullfighting
érythrocytaires	noun	érythrocytaires (noun) ||| red blood cell
quitter	verb	quitter (verb) ||| to exit
pêcher	verb	pêcher (verb) ||| to catch
exagération	noun	exagération (noun) ||| exaggeration
consistoire	noun	consistoire (noun) ||| presbytery
noce	noun	noce (noun) ||| wedding
harmonique	noun	harmonique (noun) ||| overtone
cagnotte	noun	cagnotte (noun) ||| pot
corrosif	adj	corrosif (adj) ||| sour
sabord	noun	sabord (noun) ||| free port
évadé	noun	évadé (noun) ||| escaper
langoureux	adj	langoureux (adj) ||| languorous
psychoactif	adj	psychoactif (adj) ||| psychoactive
affirmé	adj	affirmé (adj) ||| affirmed
photosensible	adj	photosensible (adj) ||| light-sensitive
noviciat	noun	noviciat (noun) ||| noviciate
groupement	noun	groupement (noun) ||| group
garantir	verb	garantir (verb) ||| to ensure
rebours	noun	rebours (noun) ||| review clock
prétest	noun	prétest (noun) ||| pre-test
prévisible	adj	prévisible (adj) ||| foreseeable
vitrification	noun	vitrification (noun) ||| vitrification
acoustique	noun	acoustique (noun) ||| acoustic performance
litanie	noun	litanie (noun) ||| mantra
ledit	adj	ledit (adj) ||| said
adaptateur	noun	adaptateur (noun) ||| adapter
caleçon	noun	caleçon (noun) ||| undershort
ordre	noun	ordre (noun) ||| agenda
fortifier	verb	fortifier (verb) ||| to wall
attirance	noun	attirance (noun) ||| attraction
caprice	noun	caprice (noun) ||| whim
essentiel	adj	essentiel (adj) ||| essential
congénital	adj	congénital (adj) ||| congenital
panslave	adj	panslave (adj) ||| Pan-Slavic
suremballage	noun	suremballage (noun) ||| wrapper
dureté	noun	dureté (noun) ||| harshness
dirigisme	noun	dirigisme (noun) ||| interventionist
imaginer	verb	imaginer (verb) ||| to envisage
révéler	verb	révéler (verb) ||| to reveal
doigt	noun	doigt (noun) ||| fingertip
technique	noun	technique (noun) ||| technique
avenant	noun	avenant (noun) ||| amendment
ferme	noun	ferme (noun) ||| farmhouse
islandais	noun	islandais (noun) ||| Icelandic
garant	noun	garant (noun) ||| guardian
intenable	adj	intenable (adj) ||| untenable
nerveux	adj	nerveux (adj) ||| nervous
mahométisme	noun	mahométisme (noun) ||| Mahometanism
soin	noun	soin (noun) ||| treatment
demi-anneaux	noun	demi-anneaux (noun) ||| half ring
formulation	noun	formulation (noun) ||| wording
réitération	noun	réitération (noun) ||| reiteration
intensifier	verb	intensifier (verb) ||| to intensify
jupon	noun	jupon (noun) ||| underskirt
chromosomique	adj	chromosomique (adj) ||| cytogenetic
oriental	adj	oriental (adj) ||| eastern
écurie	noun	écurie (noun) ||| stable
diagramme	noun	diagramme (noun) ||| chart
ferry-boat	noun	ferry-boat (noun) ||| ferryboat
capillaire	adj	capillaire (adj) ||| hair
registre	noun	registre (noun) ||| registry
inflationniste	adj	inflationniste (adj) ||| inflationist
sous-évaluer	verb	sous-évaluer (verb) ||| to undervalue
prostituée	noun	prostituée (noun) ||| whore
Labour	noun	Labour (noun) ||| labor
accueillir	verb	accueillir (verb) ||| to welcome
convertible	adj	convertible (adj) ||| exchangeable
écervelé	adj	écervelé (adj) ||| scatterbrained
pédiculose	noun	pédiculose (noun) ||| louse
écueil	noun	écueil (noun) ||| pitfall
pentavalent	adj	pentavalent (adj) ||| pentavalent
latent	adj	latent (adj) ||| unrealized
machiner	verb	machiner (verb) ||| to scheme
figuratif	adj	figuratif (adj) ||| figurative
saline	noun	saline (noun) ||| saltwork
bredouille	adj	bredouille (adj) ||| empty-handed
bâtiment	noun	bâtiment (noun) ||| building
contributif	adj	contributif (adj) ||| contributory
apaiser	verb	apaiser (verb) ||| to allay
libertin	adj	libertin (adj) ||| libertine
grêle	noun	grêle (noun) ||| hail-storms
somnolent	adj	somnolent (adj) ||| drowsy
biper	verb	biper (verb) ||| to page
filiation	noun	filiation (noun) ||| descent
couteau	noun	couteau (noun) ||| cutter
clapotement	noun	clapotement (noun) ||| plash
harangue	noun	harangue (noun) ||| harangue
dissimulation	noun	dissimulation (noun) ||| concealment
souder	verb	souder (verb) ||| to weld
inapplicabilité	noun	inapplicabilité (noun) ||| unenforceability
accréditation	noun	accréditation (noun) ||| certification
métallurgique	adj	métallurgique (adj) ||| metalworking
assoupissement	noun	assoupissement (noun) ||| sleepiness
caftan	noun	caftan (noun) ||| kaftan
mastic	noun	mastic (noun) ||| putty
agroalimentaire	noun	agroalimentaire (noun) ||| agribusiness
narcotique	adj	narcotique (adj) ||| narcotic-based
suave	adj	suave (adj) ||| suave
manquer	verb	manquer (verb) ||| to miss
tractation	noun	tractation (noun) ||| negotiation
imagination	noun	imagination (noun) ||| imagination
bisannuel	adj	bisannuel (adj) ||| biennial
indigestion	noun	indigestion (noun) ||| upset stomach
compter	verb	compter (verb) ||| to count
cumuler	verb	cumuler (verb) ||| to combine
révision	noun	révision (noun) ||| revision
inhalateur	noun	inhalateur (noun) ||| inhalator
clonage	noun	clonage (noun) ||| clone
chicanerie	noun	chicanerie (noun) ||| nitpicking
plomberie	noun	plomberie (noun) ||| plumbing
radiotélévision	noun	radiotélévision (noun) ||| radiotelevision
berge	noun	berge (noun) ||| bank
incendié	adj	incendié (adj) ||| burned down
extrémisme	noun	extrémisme (noun) ||| extremist
saugrenu	adj	saugrenu (adj) ||| silly
énergétique	noun	énergétique (noun) ||| energy
must	noun	must (noun) ||| must
lié	adj	lié (adj) ||| related
fuseau	noun	fuseau (noun) ||| zone
culinaire	adj	culinaire (adj) ||| culinary
hypnotisme	noun	hypnotisme (noun) ||| mesmerism
claudication	noun	claudication (noun) ||| lameness
nologie	noun	nologie (noun) ||| oenology
hachure	noun	hachure (noun) ||| hatching
partisan	noun	partisan (noun) ||| supporter
équidistance	noun	équidistance (noun) ||| equidistance
multiproduits	noun	multiproduits (noun) ||| multiple product
interféron-alpha	noun	interféron-alpha (noun) ||| interferon alpha
persistant	adj	persistant (adj) ||| continued
conjuguer	verb	conjuguer (verb) ||| to combine
hyperhidrose	noun	hyperhidrose (noun) ||| hyperhidrosis
obsessionnel	adj	obsessionnel (adj) ||| obsessional
néerlandaise	noun	néerlandaise (noun) ||| netherland
Math	noun	Math (noun) ||| math
double-cliquer	verb	double-cliquer (verb) ||| to double-clicking
provincial	adj	provincial (adj) ||| provincial
micro-entreprise	noun	micro-entreprise (noun) ||| micro-enterprise
venger	verb	se venger (verb) ||| to retaliate
drakkar	noun	drakkar (noun) ||| drakkar
historique	noun	historique (noun) ||| background
trait dunion	noun phrase	trait dunion (noun) ||| hyphenation
muet	adj	muet (adj) ||| silent
poème	noun	poème (noun) ||| poetry
tintement	noun	tintement (noun) ||| tinkling
pruche	noun	pruche (noun) ||| hemlock spruce
goupillon	noun	goupillon (noun) ||| sprinkler
découverte	noun	découverte (noun) ||| findings
intrinsèque	adj	intrinsèque (adj) ||| inherent
bleu	adj	bleu (adj) ||| blue-green
mixer	noun	mixer (noun) ||| blender
épinglette	noun	épinglette (noun) ||| lapel pin
purée	noun	purée (noun) ||| puree
idéaliste	adj	idéaliste (adj) ||| idealist
tige	noun	tige (noun) ||| stem
Gendarmerie	noun	Gendarmerie (noun) ||| Canadian Mounted Police
récusation	noun	récusation (noun) ||| challenge
co-morbidité	noun	co-morbidité (noun) ||| co-morbidities
Équatorien	noun	Équatorien (noun) ||| Ecuadorean
indu	adj	indu (adj) ||| undue
prohiber	verb	prohiber (verb) ||| to prohibit
orthophoniste	noun	orthophoniste (noun) ||| speech therapist
front	noun	front (noun) ||| front
exposé	adj	exposé (adj) ||| outlined
pale	noun	pale (noun) ||| rotor blade
crevé	adj	crevé (adj) ||| bushed
dément	adj	dément (adj) ||| insane
garer	verb	garer (verb) ||| to watch out
prise	noun	prise (noun) ||| catch
patent	adj	patent (adj) ||| overt
morose	adj	morose (adj) ||| morose
méandre	noun	méandre (noun) ||| meander
froncer	verb	froncer (verb) ||| to wrinkle
fausseté	noun	fausseté (noun) ||| falseness
arquer	verb	arquer (verb) ||| to bow
pow-wow	noun	pow-wow (noun) ||| powwow
régressif	adj	régressif (adj) ||| regressive
néerlandais	noun	néerlandais (noun) ||| Dutch
ménagère	noun	ménagère (noun) ||| housewife
patrimonial	adj	patrimonial (adj) ||| economic
converti	noun	converti (noun) ||| proselyte
pragmatisme	noun	pragmatisme (noun) ||| pragmatic approach
Connectez-vous	noun	Connectez-vous (noun) ||| login
dessiccateur	noun	dessiccateur (noun) ||| desiccator
litote	noun	litote (noun) ||| understatement
apprivoisé	adj	apprivoisé (adj) ||| domesticated
vivant	adj	vivant (adj) ||| living
tripoter	verb	tripoter (verb) ||| to fidget
incandescence	noun	incandescence (noun) ||| filament
agrafer	verb	agrafer (verb) ||| to staple
renflouement	noun	renflouement (noun) ||| replenishment
héritage	noun	héritage (noun) ||| legacy
indivisibilité	noun	indivisibilité (noun) ||| inseparability
forger	verb	forger (verb) ||| to shape
voulu	adj	voulu (adj) ||| intended
destiné	adj	destiné (adj) ||| predestined
surenchère	noun	surenchère (noun) ||| one-upmanship
plein	adj	plein (adj) ||| full
sédimentaire	adj	sédimentaire (adj) ||| sedimentary
acrimonie	noun	acrimonie (noun) ||| acrimony
donation	noun	donation (noun) ||| endowment
clan	noun	clan (noun) ||| faction
odoriférant	adj	odoriférant (adj) ||| odoriferous
délabrement	noun	délabrement (noun) ||| decay
fâcheux	adj	fâcheux (adj) ||| unfortunate
citronnier	noun	citronnier (noun) ||| lemon
monocotylédone	noun	monocotylédone (noun) ||| monocotyl
monture	noun	monture (noun) ||| frame
opiniâtre	adj	opiniâtre (adj) ||| stubborn
mégaprojets	noun	mégaprojets (noun) ||| mega~projects
s'immiscer	verb	s'immiscer (verb) ||| to interfere
dévot	adj	dévot (adj) ||| devout
compartiment	noun	compartiment (noun) ||| compartment
type	adj	type (adj) ||| typical
nostalgique	adj	nostalgique (adj) ||| homesick
cocher	verb	cocher (verb) ||| to select
rendre	verb	rendre (verb) ||| to render
oubli	noun	oubli (noun) ||| oblivion
meunier	noun	meunier (noun) ||| miller
biguine	noun	biguine (noun) ||| biguine
fiançailles	noun	fiançailles (noun) ||| betrothal
piquetage	noun	piquetage (noun) ||| picket line
hétéroclite	adj	hétéroclite (adj) ||| heterogeneous
réprobation	noun	réprobation (noun) ||| disapproval
pigiste	noun	pigiste (noun) ||| freelancer
impressionnant	adj	impressionnant (adj) ||| amazing
inapproprié	adj	inapproprié (adj) ||| improper
feuillu	adj	feuillu (adj) ||| leafy
verbeux	adj	verbeux (adj) ||| verbose
extinction	noun	extinction (noun) ||| suppression
colmatage	noun	colmatage (noun) ||| obstructing
bourru	adj	bourru (adj) ||| surly
gala	noun	gala (noun) ||| gala dinner
juge	noun	juge (noun) ||| judge
groupeur	noun	groupeur (noun) ||| consolidator
cathéter	noun	cathéter (noun) ||| catheter
involontaire	adj	involontaire (adj) ||| unintended
invalidation	noun	invalidation (noun) ||| nullification
prénatal	adj	prénatal (adj) ||| antenatal
danois	noun	danois (noun) ||| danish
décoratif	adj	décoratif (adj) ||| decorative
emprise	noun	emprise (noun) ||| right-of-way
géant	noun	géant (noun) ||| leap
isomérisation	noun	isomérisation (noun) ||| isomerization
contempler	verb	contempler (verb) ||| to contemplate
gorge	noun	gorge (noun) ||| throat
ivresse	noun	ivresse (noun) ||| intoxication
fédérales-provinciales	adj	fédérales-provinciales (adj) ||| Federal-Provincial
novice	noun	novice (noun) ||| beginner
modifiable	adj	modifiable (adj) ||| modifiable
feindre	verb	feindre (verb) ||| to pretend
impeccable	adj	impeccable (adj) ||| impeccable
multigénérationnelles	adj	multigénérationnelles (adj) ||| multi-generational
jouxter	verb	jouxter (verb) ||| to adjoin
hindou	adj	hindou (adj) ||| hindu
pépiniériste	noun	pépiniériste (noun) ||| nurseryman
sculpture	noun	sculpture (noun) ||| sculpture
confirmation	noun	confirmation (noun) ||| reservation confirmation
portraitiste	noun	portraitiste (noun) ||| portrait painter
surclasser	verb	surclasser (verb) ||| to upgrade
encadreur	noun	encadreur (noun) ||| picture framer
Duo	noun	Duo (noun) ||| duo
tambour	noun	tambour (noun) ||| drum
guidon	noun	guidon (noun) ||| handle bar
multiplicateur	noun	multiplicateur (noun) ||| multiple
camionneur	noun	camionneur (noun) ||| trucker
communicationnel	adj	communicationnel (adj) ||| communicational
serrer	verb	serrer (verb) ||| to tighten
millilitre	noun	millilitre (noun) ||| millilitre
accoudoir	noun	accoudoir (noun) ||| aisle armrest
fèce	noun	fèce (noun) ||| fece
corbeau	noun	corbeau (noun) ||| crow
glucomètre	noun	glucomètre (noun) ||| glucose meter
écorner	verb	écorner (verb) ||| to erode
s'emparer	verb	s'emparer (verb) ||| to seize
désamorcer	verb	désamorcer (verb) ||| to defuse
rectangle	adj	rectangle (adj) ||| rectangular
nettoyage	noun	nettoyage (noun) ||| clean-up
tsigane	noun	tsigane (noun) ||| gipsy
allier	verb	allier (verb) ||| to combine
multivitamines	noun	multivitamines (noun) ||| multi-vitamins
encourager	verb	encourager (verb) ||| to encourage
crucifix	noun	crucifix (noun) ||| rood
Occident	noun	Occident (noun) ||| west
embouchure	noun	embouchure (noun) ||| mouthpiece
improvisé	adj	improvisé (adj) ||| improvised
déformer	verb	déformer (verb) ||| to deform
disgrâce	noun	disgrâce (noun) ||| disfavor
four	noun	four (noun) ||| furnace
damer	verb	damer (verb) ||| to groom
dérogation	noun	dérogation (noun) ||| derogation
députer	verb	députer (verb) ||| to depute
attache	noun	attache (noun) ||| tether
biocarburant	noun	biocarburant (noun) ||| biofuel
anonyme	adj	anonyme (adj) ||| faceless
antibuée	adj	antibuée (adj) ||| mist-free
boni	noun	boni (noun) ||| power-up
trêve	noun	trêve (noun) ||| truce
nord-ouest	noun	nord-ouest (noun) ||| north~west
marché	noun	marché (noun) ||| market
prépondérant	adj	prépondérant (adj) ||| dominant
pleurnichement	noun	pleurnichement (noun) ||| snivelling
cérémonie	noun	cérémonie (noun) ||| celebration
nacre	noun	nacre (noun) ||| pearl
contournement	noun	contournement (noun) ||| circumvention
non-démocratiques	adj	non-démocratiques (adj) ||| undemocratic
angoisser	verb	angoisser (verb) ||| to agonize
peinture	noun	peinture (noun) ||| paint
clarification	noun	clarification (noun) ||| clarity
énonciation	noun	énonciation (noun) ||| particular
poltron	noun	poltron (noun) ||| scaredy-cat
mercerie	noun	mercerie (noun) ||| drapery
frontispice	noun	frontispice (noun) ||| title page
trouer	verb	trouer (verb) ||| to hole
mesclun	noun	mesclun (noun) ||| mixed green salad
Jack	noun	Jack (noun) ||| jack
submersion	noun	submersion (noun) ||| submersion
illégitimité	noun	illégitimité (noun) ||| illegitimacy
oxyder	verb	oxyder (verb) ||| to oxidize
affecter	verb	affecter (verb) ||| to assign
îlot	noun	îlot (noun) ||| island
dépeupler	verb	dépeupler (verb) ||| to depopulate
double-cliquer	verb	double-cliquer (verb) ||| to double~click
résorber	verb	résorber (verb) ||| to reabsorb
défendable	adj	défendable (adj) ||| justifiable
joaillerie	noun	joaillerie (noun) ||| jeweler
parapher	verb	parapher (verb) ||| to sign off
astucieux	adj	astucieux (adj) ||| clever
épurer	verb	épurer (verb) ||| to refine
déontologique	adj	déontologique (adj) ||| deontological
éco-conception	noun	éco-conception (noun) ||| ecological design
manifester	verb	manifester (verb) ||| to show
idiot	adj	idiot (adj) ||| stupid
anticyclone	noun	anticyclone (noun) ||| anticyclone
calorie	noun	calorie (noun) ||| calorie
écriteau	noun	écriteau (noun) ||| sign
